A_Date_,B_Shift_,C_Line_,Description_,E_Duration_,Frequency_,G_Downtime_Type,H_Machine_,I_Category_,J_Failure_Mode
03/05/2024,Morning,5,fallen bottles at filler discharge conveyor due to bottle jam at filler checkmat,7,2,Minor Stop,Innofill,Machine,Fallen bottles at filler discharge conveyor due to bottle jam at filler checkmat
03/05/2024,Morning,5,Bad/damaged cap hooked inside the UV treatment box,5,3,Minor Stop,Innofill,Material,Bad/damaged cap hooked inside the UV treatment box
03/05/2024,Morning,5,Changeover from Maltina to Hi-Malt at Labeller,22,1,Change-Over,Innoket,Machine,Changeover from Maltina to Hi-Malt at Labeller
03/05/2024,Morning,5,Frequent Cap jam at dynasort discharge unit,8,5,Minor Stop,Innofill,Material,Frequent Cap jam at dynasort discharge unit
03/05/2024,Afternoon,5,"Registration mark not within control range, Troubleshoting ongoing.",29,5,Minor Stop,Innoket,Machine,registration mark not within control range.
03/05/2024,Afternoon,5,"Registration mark not within control range, Troubleshoting ongoing.",43,8,Minor Stop,Innoket,Machine,registration mark not within control range.
03/05/2024,Afternoon,5,"Registration mark not within control range, Troubleshoting ongoing.",20,5,Minor Stop,Innoket,Machine,registration mark not within control range.
03/05/2024,Afternoon,5,Frequent fallen bottles at the wrapping section of Kister.,11,4,Minor Stop,Kister,Machine,Frequent fallen bottles at the wrapping section of Kister.
03/05/2024,Afternoon,6,Handover and machine safety audit ,12,1,Planned Stop,,Method,Handover and machine safety audit 
03/05/2024,Afternoon,6,Packer stopping due to falling bottles at packet table,12,5,Minor Stop,Packer/Unpacker,Machine,Packer stopping due to falling bottles at packet table
03/05/2024,Afternoon,6,Packer stopping due to falling bottles at packet table,16,5,Minor Stop,Packer/Unpacker,Method,Packer stopping due to falling bottles at packet table
03/05/2024,Afternoon,6,crate conveyor packer discharge to palletiser tripping frequently on Freq inverter signal a malfunction : G2465 M101,20,8,Minor Stop,Crate Conveyor,Machine,crate conveyor packer discharge to palletiser tripping frequently on Freq inverter signal a malfunction : G2465 M101
03/05/2024,Afternoon,6,crate conveyor packer discharge to palletiser tripping frequently on Freq inverter signal a malfunction : G2465 M101,8,4,Minor Stop,Crate Conveyor,Machine,crate conveyor packer discharge to palletiser tripping frequently on Freq inverter signal a malfunction : G2465 M101
03/05/2024,Afternoon,6,Forklift delay at depalletizer,8,1,External Stop,Depalletiser,Man,Forklift delay at depalletizer
03/05/2024,Afternoon,6,Forklift delay at depalletizer,12,1,External Stop,Depalletiser,Man,Forklift delay at depalletizer
03/05/2024,Afternoon,6,EBI stopped on non- acknowledgment of some test bottles ,11,3,Minor Stop,EBI,Machine,EBI stopped on non- acknowledgment of some test bottles 
03/05/2024,Afternoon,5,Wrong turn of pack at palletizer distribution table.    ,15,4,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
03/05/2024,Afternoon,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,13,5,Minor Stop,Bottle Conveyor,Machine,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
03/05/2024,Afternoon,5,Wrong turn of pack at palletizer distribution table.    ,18,5,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
03/05/2024,Afternoon,5,Squeezed wrapping film at kister due to blunt cutting knife.,24,1,Minor Stop,Kister,Machine,Squeezed wrapping film at kister due to blunt cutting knife.
03/05/2024,Afternoon,5,Squeezed wrapping film at kister due to blunt cutting knife.,8,1,Minor Stop,Innoket,Machine,Squeezed wrapping film at kister due to blunt cutting knife.
03/05/2024,Afternoon,5,Cleaning of the transfer drum and vacuum drum due to label carry over.,26,4,Minor Stop,Innoket,Machine,Cleaning of the transfer drum and vacuum drum due to label carry over.
03/05/2024,Night,6,Machine safety audit/shift handover,10,1,Planned Stop,Bottle Conveyor,Method,Machine safety audit/shift handover
03/05/2024,Night,5,Decontamination cleaning of Filler.,45,1,Planned Stop,Innofill,Method,filler decontamination  
03/05/2024,Night,6,Overload at bottle washer Infeed ,10,4,Minor Stop,Bottle Washer,Machine,Overload due to bottle breakages
03/05/2024,Night,6,Crate miscount at palletiser,12,4,Minor Stop,Palletiser,Machine,Crate miscount at palletiser
03/05/2024,Night,6,Bottle jam at inliner infeed of labeller,12,3,Minor Stop,Bottle Conveyor,Machine,Bottle jam due to breakages
03/05/2024,Night,5,Label carryover/missing label due to irregular cutting of label ,11,3,Minor Stop,Innoket,Material,Eye mark not acknowledged by sensor
03/05/2024,Night,5,Label carryover/missing label due to irregular cutting of label ,30,6,Minor Stop,Innoket,Material,Eye mark not acknowledged by sensor
03/05/2024,Night,5,Label carryover/missing label due to irregular cutting of label ,30,5,Minor Stop,Innoket,Material,Eye mark not acknowledged by sensor
03/05/2024,Night,5,Label carryover/missing label due to irregular cutting of label ,30,6,Minor Stop,Innoket,Material,Eye mark not acknowledged by sensor
03/05/2024,Night,6,"Forklift not meeting up @ pal, due to stacking distance",20,5,External Stop,Palletiser,Man,"Forklift not meeting up @ pal, due to stacking distance"
03/05/2024,Night,6,Overload at bottle awsher discharge,10,3,Minor Stop,Bottle Washer,Machine,Due to bottle breakages
03/05/2024,Night,6,Bottle jam at labeller discharge,12,3,Minor Stop,Labeller,Machine,Due to breakages
03/05/2024,Night,6,Decreased filler speed due to BBT change,12,1,Planned Stop,Filler,Method,Decreased filler speed due to BBT change
03/05/2024,Night,6,Crate miscount at palletiser,20,5,Minor Stop,Palletiser,Machine,Crate miscount at palletiser
03/05/2024,Night,5,falling bottles at wrapping section of kister due to improper  cutting of shrink film ,27,6,Minor Stop,Kister,Material,film too thick 
03/05/2024,Night,5,Frequent falling bottles at wrapping section of kister due to Improper cutting of shrink film ,23,5,Minor Stop,Kister,Material,film too thick 
03/05/2024,Night,6,Speed loss due to weathered bottles ,18,6,Minor Stop,Bottle Washer,Machine,Speed loss due to weathered bottles 
03/05/2024,Night,6,Jam at unpacking zone ,10,5,Minor Stop,Unpacker,Machine,Jam due to bad crates
03/05/2024,Night,6,Crate conveyor section G2299 infeed of palletiser tripped off on inverter signal malfunction,12,2,Break Down,Crate Conveyor,Machine,Crate conveyor section G2299 infeed of palletiser tripped off on inverter signal malfunction
03/05/2024,Night,5,Labeler stopping frequentty on label out of control range ,23,6,Minor Stop,Innoket,Material,irregular cutting of label    
03/05/2024,Night,5,Labeler stopping frequentty on label out of control range ,15,3,Minor Stop,Innoket,Material,irregular cutting of label    
03/05/2024,Night,5,Labeler stopping frequentty on label register mark out of control range ,15,3,Minor Stop,Innoket,Machine,label register mark not in alignment with sensor 
03/05/2024,Night,5,Labeler stopping frequently on label register mark out of control range ,18,5,Minor Stop,Innoket,Material,label register mark not in alignment with sensor 
03/05/2024,Night,5,Cap jam at the ouput of dynasort due to deform cap ,5,3,Minor Stop,Capper,Material,damaage cap 
03/05/2024,Night,5,Labeler stopping frequently on label register mark out of control range ,45,10,Minor Stop,Innoket,Material,label register mark not in alignment with sensor 
03/05/2024,Night,6,Frequent jam at row formation table during transfer,20,6,Minor Stop,Palletiser,Machine,Frequent jam at row formation table during transfer
03/05/2024,Night,6,Bottle jam at labeller discharge pusher,12,3,Minor Stop,Labeller,Machine,Jam due to breakages 
03/05/2024,Night,5,Label carryover/Missing label   ,34,7,Minor Stop,Innoket,Material,irregular cutting of label    
04/05/2024,Day,6,Safety zone audit check at Filler,10,1,Planned Stop,Filler,Method,Safety zone audit check at Filler
04/05/2024,Day,6,Labeller checkmat rejecting falsely on leakage detection,30,1,Break Down,FBI,Machine,Labeller checkmat rejecting falsely on leakage detection
04/05/2024,Day,6,Jam at labeller infeed,10,3,Minor Stop,Labeller,Machine,Jam at labeller infeed
04/05/2024,Day,6,Pallet hook at the discharge of palletizing zone ,15,1,Minor Stop,Palletiser,Material,Pallet hook at the discharge of palletizing zone 
04/05/2024,Day,6,Fallen bottles / breakages at packer table ,5,3,Minor Stop,Packer,Machine,Fallen bottles / breakages at packer table 
04/05/2024,Day,6,Fallen bottles / breakages at packer table ,10,2,Minor Stop,Packer,Machine,Fallen bottles / breakages at packer table 
04/05/2024,Day,6,CILT TIME ,60,1,Planned Stop,Filler,Method,CILT TIME 
04/05/2024,Day,6,Crate conveyor 2459 to pal infeed trip off on frequency inverter fault ,10,1,Minor Stop,Crate Conveyor,Machine,Crate conveyor 2459 to pal infeed trip off on frequency inverter fault 
04/05/2024,Day,5,Safety audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Innofill,Man,Safety audit check of Filler safety doors and emergency push buttons.
04/05/2024,Day,5,Irregular cutting of label due to bad label material,50,1,Break Down,Innoket,Material,Irregular cutting of label due to bad label material
04/05/2024,Day,5,Irregular cutting of label due to bad label material,38,5,Break Down,Innoket,Material,Irregular cutting of label due to bad label material
04/05/2024,Day,5,Decontamination cleaning of filler /CILT,60,1,Planned Stop,Innofill,Man,Decontamination cleaning of filler /CILT
04/05/2024,Day,5,Improper bottles transfer to filler due damaged transfer gripper finger No. 37,5,3,Minor Stop,Innofill,Machine,Improper bottles transfer to filler due damaged transfer gripper finger No. 37
04/05/2024,Day,5,Irregular cutting of labels due to bad label material,33,4,Break Down,Innoket,Material,Irregular cutting of labels due to bad label material
04/05/2024,Day,5,Irregular cutting of labels due to bad label material,40,6,Break Down,Innoket,Material,Irregular cutting of labels due to bad label material
04/05/2024,Day,6,Crate conveyor 2459 to pal infeed trip off on frequency inverter fault ,10,1,Minor Stop,Crate Conveyor,Machine,Crate conveyor 2459 to pal infeed trip off on frequency inverter fault 
04/05/2024,Day,5,Cap jam at the smartcheck unit.,4,3,Minor Stop,Innofill,Machine,cap jam at the smartcheck unit
04/05/2024,Day,6,Fallen bottles from washer discharge ,10,3,Minor Stop,Bottle Washer,Machine,Fallen bottles from washer discharge
04/05/2024,Day,6,evacuation of bad foreign bottles at washer infeed,10,1,External Stop,Bottle Washer,Material,evacuation of bad foreign bottles at washer infeed
04/05/2024,Day,6,High rejection at EBI due to massive chip ring bottles ,10,1,External Stop,EBI,Material,High rejection at EBI due to massive chip ring bottles
04/05/2024,Day,6,High rejection at EBI due to massive chip ring bottles ,10,1,External Stop,EBI,Material,High rejection at EBI due to massive chip ring bottles
04/05/2024,Day,5,Poor bottles flow along the air conveyor between sections 25-29,5,4,Minor Stop,Innofill,Machine,Poor bottles flow along the air conveyor between sections 25-29
04/05/2024,Day,5,fallen bottles at filler discharge conveyor due to bottle jam at filler checkmat,4,1,Minor Stop,Innofill,Machine,Fallen bottles at filler discharge conveyor due to bottle jam at filler checkmat
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,27,5,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,36,7,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,35,6,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Cap jam at dynasort discharge unit.,6,3,Minor Stop,Innofill,Material,Cap jam at dynasort discharge unit.
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,33,7,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,44,9,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Preform hooked and nested at the deflector of the roller sorter,4,2,Minor Stop,Blowmax,Machine,Preform hooked and nested at the deflector of the roller sorter
04/05/2024,Day,5,Cap jam at the smartcheck unit.,2,2,Minor Stop,Innofill,Machine,Cap jam at the smartcheck unit.
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,19,4,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,6,Palletiser stopped on open position not reached at pallet centering unit segment in machine ,20,1,Break Down,Palletiser,Machine,Palletiser stopped on open position not reached at pallet centering unit segment in machine 
04/05/2024,Day,5,Irregular label cutting due to inconsistent label length,28,4,Break Down,Innoket,Material,Irregular label cutting due to inconsistent label length
04/05/2024,Day,5,Fallen bottles at filler discharge conveyor due to empty bottle jam at discharge guide,6,2,Minor Stop,Innofill,Machine,Fallen bottles at filler discharge conveyor due to empty bottle jam at discharge guide
04/05/2024,Day,5,Cap jam at smartcheck unit,2,1,Minor Stop,Innofill,Machine,Cap jam at smartcheck unit
04/05/2024,Night,6,Handover and machine safety audit ,10,1,Planned Stop,,Method,Handover and machine safety audit 
04/05/2024,Night,6,Crate conveyor could not run due to cut drive chain at packer discharge ,20,1,Break Down,Crate Conveyor,Machine,Crate conveyor could not run due to cut drive chain at packer discharge 
04/05/2024,Night,6,Crate conveyor could not run due to cut drive chain at packer discharge ,20,4,Break Down,Crate Conveyor,Machine,Crate conveyor could not run due to cut drive chain at packer discharge 
04/05/2024,Night,6,Crate conveyor packer discharge to tunnel tripped on freq inverter signal malfuncton G2465-M101,16,5,Minor Stop,Crate Conveyor,Machine,Crate conveyor packer discharge to tunnel tripped on freq inverter signal malfuncton G2465-M101
04/05/2024,Night,6,Crate conveyor packer discharge to tunnel tripped on freq inverter signal malfuncton G2465-M101,15,6,Minor Stop,Crate Conveyor,Method,Crate conveyor packer discharge to tunnel tripped on freq inverter signal malfuncton G2465-M101
04/05/2024,Night,6,Falling bottles and breakages at packer marshaling table,12,5,Minor Stop,Packer/Unpacker,Machine,Falling bottles and breakages at packer marshaling table
04/05/2024,Night,6,Falling bottles and breakages at packer marshaling table,8,4,Minor Stop,Packer/Unpacker,Machine,Falling bottles and breakages at packer marshaling table
04/05/2024,Night,6,Forklift delay at depalletizer,12,1,External Stop,Depalletiser,Method,Forklift delay at depalletizer
04/05/2024,Night,6,Forklift delay at depalletizer,12,1,External Stop,Depalletiser,Method,Forklift delay at depalletizer
04/05/2024,Night,6,Forklift delay at depalletizer,8,3,External Stop,Depalletiser,Machine,Forklift delay at depalletizer
04/05/2024,Night,5,Decontamination of Filler./Safety check of all doors and emergency push buttons.,45,1,Planned Stop,Innofill,Method,Decontamination of Filler./Safety check of all doors and emergency push buttons.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,44,6,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,37,5,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,33,5,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,37,6,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,37,5,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Blomax stopped on Plant air pressure out of range due to Dryer alarm fault.,12,2,Minor Stop,Blowmax,Machine,Dryer tripped.
04/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,20,5,Minor Stop,Bottle Conveyor,Method,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
04/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,20,6,Minor Stop,Bottle Conveyor,Method,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
04/05/2024,Night,5,Cleaning of Blomax Dryer strainer.,18,1,Minor Stop,Blowmax,Machine,Cleaning of Blomax Dryer strainer.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,41,6,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,30,5,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Cap jam at smart check unit due to bad cap,9,3,Minor Stop,Innofill,Material,Cap jam at smart check unit due to bad cap
04/05/2024,Night,5,Blomax stopped on the fault msg; Transition area  heating and transfer preform has to be cleared.,4,1,Minor Stop,Blowmax,Machine,Transition area  heating and transfer preform has to be cleared.
04/05/2024,Night,5,Error sensor  preform lost behind the arc,14,3,Minor Stop,Blowmax,Machine,Error sensor  preform lost behind the arc
04/05/2024,Night,5,Preform lost second side of the heating oven.,12,4,Minor Stop,Blowmax,Machine,Preform lost second side.
04/05/2024,Night,5,Error sensor  preform lost previous to the arc,9,2,Minor Stop,Blowmax,Machine,Error sensor  preform lost previous to the arc
04/05/2024,Night,5,Blomax keep stopping on Rail after feeding.,10,6,Minor Stop,Blowmax,Machine,Blomax keep stopping on Rail after feeding.
04/05/2024,Night,6,EBI stops frequently on back-up has occured: rear infeed inspection unit due to bottle jam,18,6,Minor Stop,EBI,Machine,EBI stops frequently on back-up has occured: rear infeed inspection unit due to bottle jam
04/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,33,4,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
04/05/2024,Night,5,Cap jam at smart check unit due to bad cap,11,4,Minor Stop,Innofill,Material,Cap jam at smart check.
04/05/2024,Night,5,Wrong turn of pack at palletizer distribution table.    ,9,2,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
05/05/2024,Morning,5,Safety audit check of Filler/Blomax safety doors and emergency push buttons.,10,1,Planned Stop,Innofill,Method,Safety audit check of Filler/Blomax safety doors and emergency push buttons.
05/05/2024,Morning,5,Frequent hooking of bottles at air conveyor,8,3,Minor Stop,Air conveyor,Machine,Frequent hooking of bottles at air conveyor
05/05/2024,Morning,5,Label carry over,15,1,Break Down,Innoket,Material,Label carry over 
05/05/2024,Morning,5,Falling bottles at shrink wrapper,10,1,Break Down,Kister,Machine,Falling bottles at shrink wrapper
05/05/2024,Morning,5,Frequent bottles hook at air conveyor,5,2,Minor Stop,Air conveyor,Machine,Frequent bottles hook at air conveyor
05/05/2024,Morning,5,Decontamination cleaningat filler /CILT,60,1,Planned Stop,Innofill,Method,Decontamination cleaningat filler /CILT
05/05/2024,Morning,6,Machine safety audit/shift handover,10,3,Minor Stop,Filler,Method,Machine safety audit 
05/05/2024,Morning,6,Bottle washer stops frequently due to massive fallen bottles caused by bad Bottle guide wear strip at c-curve to infeed of Bottle washer,26,9,Minor Stop,Bottle Washer,Material,Bad Bottle guide wear strip at c-curve to infeed of Bottle washer
05/05/2024,Morning,5,Label cutting off from feed roller / label carry over,42,1,Break Down,Innoket,Material,Label cutting off from feed roller / label carry over
05/05/2024,Morning,6,Depalletiser stops frequently due to lack of bottles ,21,6,Minor Stop,Depalletiser,Material,Lack of Bottles
05/05/2024,Morning,6,Palletiser stops on row formation not possible due to frequent crate miscount,15,7,Minor Stop,Palletiser,Machine,Row formation not possible due to frequent crate miscount
05/05/2024,Morning,6,CILT TIME ,25,1,Planned Stop,Crate Conveyor,Method,CILT TIME 
05/05/2024,Morning,6,CILT TIME ,21,1,Planned Stop,,Method,CILT TIME 
05/05/2024,Morning,6,CILT TIME ,14,1,Planned Stop,,Method,CILT TIME 
05/05/2024,Morning,6,Cut off/run out out for change over due to none availability of Empties ,42,1,Change-Over,,Material,Cut off change-over
05/05/2024,Morning,5,Missing labels,30,1,Break Down,Innoket,Material,Missing labels
05/05/2024,Morning,5,Temperature fresh water supply too high,11,1,Break Down,Innopas,Machine,Temperature fresh water supply too high
05/05/2024,Afternoon,6,Changeover at filler,60,1,Change-Over,Filler,Method,Changeover at filler
05/05/2024,Afternoon,6,production preparation ,30,1,Change-Over,Filler,Method,production preparation 
05/05/2024,Afternoon,6,Start up filler after changeover,30,1,Change-Over,Filler,Machine,Start up filler after changeover
05/05/2024,Afternoon,6,Poor cork flow due to deformed cork ,10,12,External Stop,Filler,Material,Poor cork flow due to deformed cork 
05/05/2024,Afternoon,6,Changeover/ label presentation adjustment at labeller ,30,1,Change-Over,Labeller,Machine,Changeover/ label presentation adjustment at labeller 
05/05/2024,Afternoon,6,Changeover/ label presentation adjustment at labeller ,15,1,Change-Over,Labeller,Method,Changeover/ label presentation adjustment at labeller 
05/05/2024,Afternoon,6,Labeller checkmat rejecting falsely all the bottles ,25,1,Minor Stop,FCI,Machine,Labeller checkmat rejecting falsely all the bottles 
05/05/2024,Afternoon,5,T.Pasto HMI freeze,40,1,Break Down,Innopas,Machine,T.Pasto HMI freeze
05/05/2024,Afternoon,5,Label carryover/Irregular cutting of label due to uneven label length,8,2,Minor Stop,Innoket,Material,Label carryover/Irregular cutting of label due to uneven label length
05/05/2024,Afternoon,5,T.pasto stopped on PU Safety fault,8,1,Break Down,Innopas,Machine,T.pasto stopped on PU Safety fault
05/05/2024,Afternoon,5,Label carryover/Irregular cutting of label due to uneven label length,27,3,Break Down,Innoket,Material,Label carryover/Irregular cutting of label due to uneven label length
05/05/2024,Afternoon,5,T.pasto stopped on pressure for pump too low fault due to dirty strainers,15,1,Break Down,Innopas,Machine,T.pasto stopped on pressure for pump too low fault due to dirty strainers
05/05/2024,Afternoon,5,Label carryover/Irreguar cutting of label due to uneven label length,38,5,Break Down,Innoket,Material,Label carryover/Irreguar cutting of label due to uneven label length
05/05/2024,Afternoon,5,Label carryover/Irreguar cutting of label due to uneven label length,33,7,Break Down,Innoket,Material,Label carryover/Irreguar cutting of label due to uneven label length
05/05/2024,Afternoon,5,Label carryover/Irreguar cutting of label due to uneven label length,42,7,Break Down,Innoket,Material,Label carryover/Irreguar cutting of label due to uneven label length
05/05/2024,Afternoon,6,All crate conveyor tripped off,10,1,Minor Stop,Crate Conveyor,Machine,All crate conveyor tripped off
05/05/2024,Afternoon,5,Label carryover/Irregular cutting of label due to uneven label length,47,6,Break Down,Innoket,Material,Label carryover/Irreguar cutting of label due to uneven label length
05/05/2024,Night,6,Handover and machine safety audit ,12,1,Planned Stop,,Method,Handover and machine safety audit 
05/05/2024,Night,6,Filler stop on lack of crowns in chute 1 due to batch of deformed corks,12,5,Minor Stop,Filler,Material,Filler stop on lack of crowns in chute 1 due to batch of deformed corks
05/05/2024,Night,6,Filler stop on lack of crowns in chute 1 due to batch of deformed corks,20,6,Minor Stop,Filler,Material,Filler stop on lack of crowns in chute 1 due to batch of deformed corks
05/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,16,6,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.,60,8,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.,59,7,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.
05/05/2024,Night,6,Filler stop on lack of crowns in chute 1 due to batch of deformed corks,16,6,Minor Stop,Filler,Material,Filler stop on lack of crowns in chute 1 due to batch of deformed corks
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.,59,6,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.
05/05/2024,Night,6,Labeller stop on missing neck labels,16,5,Minor Stop,Labeller,Machine,Labeller stop on missing neck labels
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.,55,4,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum. / Run out at Filler.
05/05/2024,Night,6,Labeller stop on missing neck labels,12,5,Minor Stop,Labeller,Machine,Labeller stop on missing neck labels
05/05/2024,Night,5,Run Out/ Maltina change over.,59,1,Planned Stop,Innofill,Method,Run Out/ Maltina change over.
05/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,6,3,Minor Stop,Bottle Conveyor,Machine,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
05/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,18,5,Minor Stop,Bottle Conveyor,Method,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
05/05/2024,Night,5,Product receipt/Start up.,60,1,Planned Stop,Innofill,Method,Product receipt/Start up.
05/05/2024,Night,6,Crate conveyor could not run due to pulled out palletiser Crate turning unit guide ,16,1,Break Down,Crate Conveyor,Machine,Crate conveyor could not run due to pulled out palletiser Crate turning unit guide 
05/05/2024,Night,6,Crate conveyor could not run due to pulled out palletiser Crate turning unit guide ,12,1,Break Down,Crate Conveyor,Machine,Crate conveyor could not run due to pulled out palletiser Crate turning unit guide 
05/05/2024,Night,6,Labeller stop on false rejection of label faults,8,4,Minor Stop,Labeller,Machine,Labeller stop on false rejection of label faults
05/05/2024,Night,6,Labeller stop on false rejection of label faults,20,6,Minor Stop,Labeller,Machine,Labeller stop on false rejection of label faults
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum. / Maltina Start Up.,48,5,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum. / Maltina Start Up.
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum./Calibration of the vacuum drum.,43,4,Minor Stop,Innoket,Machine,Irregular cutting of label/Label carry over at the vacuum drum./Calibration of the vacuum drum.
05/05/2024,Night,5,Irregular cutting of label/Label carry over at the vacuum drum.,37,4,Minor Stop,Innoket,Material,Irregular cutting of label/Label carry over at the vacuum drum.
05/05/2024,Night,5,Hi-Malt Run out at labeler and shrink wrapper.,29,1,Planned Stop,Innoket,Machine,Hi-Malt Run out at labeler and shrink wrapper.
05/05/2024,Night,5,Maltina changer over/Set-up at Labeler.,49,1,Planned Stop,Innoket,Method,Maltina changer over/Set-up at Labeler.
05/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,15,6,Minor Stop,Bottle Conveyor,Machine,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
05/05/2024,Night,6,Pasteuriser  Stopped on kp value not reached,5,2,Minor Stop,Pasteuriser,Machine,Pasteuriser  Stopped on kp value not reached
05/05/2024,Night,6,Pasteuriser  Stopped on kp value not reached,11,5,Minor Stop,Pasteuriser,Machine,Pasteuriser  Stopped on kp value not reached
05/05/2024,Night,6,EBI stop on container back up front  infeed inspection unit due to falling bottles ,5,2,Minor Stop,EBI,Machine,EBI stop on container back up front  infeed inspection unit due to falling bottles and worn EBI Belt
05/05/2024,Night,5,Fine-tuning/Set-up at Labeler. ,22,2,Minor Stop,Innoket,Method,Fine-tuning/Set-up at Labeler. 
06/05/2024,Day,5,Safety audit check of Filler doors and emergency push buttons,12,1,Planned Stop,Innofill,Method,Safety audit check of Filler doors and emergency push buttons
06/05/2024,Day,5,Frequent cap jam at the output of dynasort  due to poor cap flow,8,3,Minor Stop,Capper,Material,Frequent cap jam at the output of dynasort  due to poor cap flow
06/05/2024,Day,5,Frequent bottles hook at the air conveyor,6,2,Minor Stop,Air conveyor,Machine,Frequent bottles hook at the air conveyor
06/05/2024,Day,6,Machine safety audit/shift handover,10,3,Minor Stop,Filler,Method,Machine safety audit 
06/05/2024,Day,6,Bottle washer stops frequently on infeed curtain light tripped due to fallen bottles,10,5,Minor Stop,Bottle Washer,Material,Frequent fallen bottles at infeed 
06/05/2024,Day,6,Pasteuriser stops on PU Value not reached,11,7,Minor Stop,Pasteuriser,Method,PU Value
06/05/2024,Day,6,Unpacker stops on jam at unpacking zone due to bad crates,7,5,Minor Stop,Unpacker,Material,Bad crates
06/05/2024,Day,6,Pasteuriser stopped on Dosing of descaler ,7,3,Minor Stop,Pasteuriser,Machine,Discaler dosing pump
06/05/2024,Day,6,Pasteuriser stops frequently on PU value not reached,9,13,Minor Stop,Pasteuriser,Method,PU value not reached
